"","AverageWorkTime","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating"
"3750",10.8656136680614,47,"No","Travel_Rarely","Research & Development",8,"4","Medical",1,"Female","2","Sales Representative","Married",23660,3,"Y",17,8,"0",11,5,5,1,2,"3","3","2","2","3"
"3751",7.60069262493935,28,"Yes","Travel_Frequently","Sales",1,"3","Marketing",1,"Male","2","Laboratory Technician","Single",17060,7,"Y",12,8,"0",8,3,0,0,0,"3","1","2","3","3"
"3752",6.12267831149927,28,"No","Travel_Rarely","Sales",8,"4","Marketing",1,"Male","1","Laboratory Technician","Divorced",163070,1,"Y",16,8,"0",1,3,1,0,0,"1","3","1","2","3"
"3753",7.01227594878829,28,"No","Travel_Frequently","Research & Development",9,"3","Life Sciences",1,"Female","2","Sales Executive","Single",59330,0,"Y",11,8,"0",5,3,4,1,3,"3","1","3","3","3"
"3754",6.39099975526187,49,"No","Travel_Rarely","Research & Development",5,"4","Life Sciences",1,"Female","1","Research Scientist","Married",34240,4,"Y",11,8,"0",10,3,3,1,2,"3","1","3","3","3"
"3755",7.12761853448276,29,"No","Travel_Frequently","Research & Development",8,"1","Medical",1,"Male","1","Research Scientist","Married",40370,0,"Y",14,8,"0",4,2,3,0,2,"4","2","3","1","3"
"3756",5.98072416302766,28,"No","Travel_Rarely","Research & Development",5,"1","Technical Degree",1,"Male","2","Laboratory Technician","Married",25590,1,"Y",11,8,"0",8,3,8,1,7,"3","2","2","2","3"
"3757",8.46134123663412,33,"No","Travel_Rarely","Research & Development",15,"4","Life Sciences",1,"Female","1","Sales Executive","Single",62010,2,"Y",15,8,"3",14,2,0,0,0,"4","3","3","2","3"
"3758",7.38614537444934,32,"No","Travel_Rarely","Research & Development",7,"3","Life Sciences",1,"Female","3","Laboratory Technician","Single",44030,2,"Y",20,8,"0",10,3,5,0,0,"3","4","4","2","4"
"3759",6.99323731138546,54,"No","Travel_Frequently","Sales",10,"3","Life Sciences",1,"Female","4","Research Scientist","Divorced",37610,3,"Y",12,8,"0",26,3,14,1,12,"2","4","3","2","3"
"3760",6.53520212765957,29,"Yes","Travel_Rarely","Research & Development",5,"3","Life Sciences",1,"Female","2","Research Scientist","Single",109340,6,"Y",17,8,"2",11,2,9,0,7,"1","1","1","3","3"
"3761",7.90860185185185,44,"No","Travel_Rarely","Sales",26,"1","Marketing",1,"Male","1","Sales Representative","Married",107610,3,"Y",11,8,"1",24,5,20,14,17,"4","1","4","2","3"
"3762",7.0735315712188,39,"No","Travel_Rarely","Sales",6,"1","Technical Degree",1,"Female","2","Laboratory Technician","Single",51750,4,"Y",17,8,"1",9,2,2,2,2,"2","2","3","4","3"
"3763",7.02306633141762,46,"No","Travel_Rarely","Research & Development",4,"2","Life Sciences",1,"Male","3","Manufacturing Director","Married",138260,8,"Y",11,8,"0",23,1,13,5,1,"3","2","4","2","3"
"3764",6.16735460992908,35,"No","Travel_Rarely","Research & Development",23,"4","Life Sciences",1,"Male","2","Research Scientist","Single",63340,1,"Y",14,8,"0",11,2,11,3,3,"4","2","1","4","3"
"3765",7.69816324033284,23,"No","Travel_Rarely","Research & Development",2,"4","Medical",1,"Female","2","Manager","Single",49360,0,"Y",19,8,"1",5,2,4,1,2,"1","3","3","2","3"
"3766",7.60252707156309,40,"Yes","Travel_Rarely","Research & Development",2,"3","Medical",1,"Male","2","Research Director","Single",47750,3,"Y",15,8,"1",15,3,5,1,0,"4","1","1","4","3"
"3767",10.299240063234,34,"No","Travel_Rarely","Human Resources",2,"3","Human Resources",1,"Male","2","Manufacturing Director","Married",28180,1,"Y",13,8,"1",10,2,10,8,6,"4","3","3","3","3"
"3768",6.39412698412698,31,"Yes","Travel_Frequently","Research & Development",29,"3","Life Sciences",1,"Female","2","Healthcare Representative","Single",25150,1,"Y",14,8,"0",7,3,7,7,7,"4","3","1","2","3"
"3769",9.98701948924731,50,"No","Travel_Frequently","Research & Development",6,"3","Medical",1,"Male","1","Manager","Single",23420,1,"Y",12,8,"1",32,2,32,13,9,"3","4","3","2","3"
"3770",10.5082358276644,34,"No","Travel_Rarely","Sales",25,"5","Marketing",1,"Female","1","Research Scientist","Married",41940,0,"Y",17,8,"2",12,3,11,5,7,"2","3","3","3","3"
"3771",6.59487321346243,42,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Female","1","Manufacturing Director","Married",106850,4,"Y",11,8,"3",4,2,1,0,0,"3","2","3","3","3"
"3772",7.99000586029067,37,"No","Travel_Rarely","Research & Development",2,"2","Medical",1,"Male","1","Research Scientist","Married",20220,1,"Y",12,8,"0",10,1,10,3,7,"1","4","3","3","3"
"3773",6.18517917267917,29,"No","Travel_Rarely","Research & Development",1,"3","Medical",1,"Female","1","Manager","Married",23140,3,"Y",13,8,"0",9,5,7,0,7,"3","1","3","4","3"
"3774",7.20106782106782,33,"No","Travel_Rarely","Research & Development",1,"1","Life Sciences",1,"Male","1","Research Scientist","Single",42560,1,"Y",13,8,"3",5,1,5,0,2,"4","2","3","3","3"
"3775",6.0268918609968,45,"No","Travel_Rarely","Sales",3,"3","Life Sciences",1,"Male","3","Laboratory Technician","Married",35800,4,"Y",20,8,"1",8,1,5,0,3,"4","4","3","2","4"
"3776",8.09764403292181,42,"No","Travel_Frequently","Human Resources",1,"4","Technical Degree",1,"Male","2","Manufacturing Director","Married",31620,2,"Y",17,8,"2",24,1,20,13,9,"4","4","1","3","3"
"3777",6.27705090553108,40,"No","Travel_Rarely","Sales",10,"1","Life Sciences",1,"Female","1","Manufacturing Director","Married",65240,0,"Y",13,8,"1",9,2,8,7,1,"1","1","4","4","3"
"3778",10.6195313214449,33,"No","Travel_Rarely","Research & Development",9,"3","Medical",1,"Female","2","Manufacturing Director","Married",28990,1,"Y",17,8,"0",15,3,15,5,7,"2","3","3","2","3"
"3780",6.09455137145514,24,"No","Travel_Rarely","Sales",10,"2","Marketing",1,"Male","1","Manufacturing Director","Divorced",23560,0,"Y",13,8,"0",2,5,1,0,0,"3","1","3","3","3"
"3781",8.4106712962963,40,"No","Non-Travel","Research & Development",7,"3","Medical",1,"Male","1","Research Scientist","Divorced",28000,3,"Y",12,8,"2",8,0,2,2,2,"4","4","3","2","3"
"3782",6.60945035460993,45,"No","Travel_Rarely","Research & Development",4,"3","Medical",1,"Female","3","Laboratory Technician","Divorced",118360,1,"Y",22,8,"0",10,2,10,7,7,"1","2","3","4","4"
"3783",7.80991470723836,35,"No","Travel_Rarely","Research & Development",10,"1","Life Sciences",1,"Male","1","Healthcare Representative","Married",109030,0,"Y",11,8,"0",6,3,5,4,2,"2","3","3","4","3"
"3784",7.30051308539945,32,"No","Travel_Rarely","Research & Development",22,"4","Medical",1,"Male","1","Sales Executive","Married",29730,3,"Y",22,8,"0",12,0,7,2,5,"4","2","3","4","4"
"3785",9.10374435411021,36,"No","Travel_Rarely","Sales",9,"3","Marketing",1,"Female","4","Research Scientist","Single",142750,3,"Y",18,8,"1",7,5,3,1,2,"3","4","2","2","3"
"3786",7.91302823315118,48,"No","Travel_Rarely","Research & Development",12,"4","Medical",1,"Male","1","Laboratory Technician","Divorced",55620,8,"Y",13,8,"1",18,2,8,7,7,"3","3","3","3","3"
"3787",7.81151875901876,29,"No","Travel_Rarely","Research & Development",23,"4","Life Sciences",1,"Female","2","Healthcare Representative","Married",45370,6,"Y",18,8,"1",5,5,1,0,0,"3","3","2","4","3"
"3788",7.11894347404173,33,"No","Travel_Rarely","Research & Development",9,"1","Medical",1,"Male","1","Healthcare Representative","Married",76420,2,"Y",20,8,"1",8,2,2,2,2,"1","1","1","2","4"
"3789",7.41584186159844,30,"Yes","Travel_Rarely","Research & Development",1,"3","Other",1,"Male","3","Sales Executive","Married",179240,1,"Y",13,8,"2",10,2,10,6,7,"2","1","3","3","3"
"3790",6.91020921985816,38,"No","Travel_Frequently","Sales",9,"3","Marketing",1,"Male","1","Manufacturing Director","Married",52040,3,"Y",13,8,"1",10,2,6,1,2,"3","3","3","3","3"
"3791",6.79903594771242,35,"No","Travel_Rarely","Sales",7,"2","Life Sciences",1,"Male","1","Sales Executive","Single",22770,1,"Y",12,8,"1",3,2,3,1,2,"4","1","3","3","3"
"3792",6.50627263827704,30,"No","Travel_Rarely","Research & Development",14,"3","Technical Degree",1,"Male","5","Research Director","Married",27950,3,"Y",13,8,"0",9,4,4,1,3,"3","2","3","3","3"
"3793",9.70629818594104,35,"Yes","Travel_Rarely","Research & Development",2,"3","Medical",1,"Female","1","Research Scientist","Divorced",25320,1,"Y",13,8,"0",1,2,1,0,0,"1","1","3","1","3"
"3794",6.48492392807746,53,"Yes","Travel_Rarely","Research & Development",19,"3","Life Sciences",1,"Male","2","Manager","Married",25590,0,"Y",25,8,"0",34,2,33,1,9,"3","4","3","3","4"
"3795",7.57907786885246,38,"Yes","Travel_Rarely","Research & Development",2,"3","Medical",1,"Female","3","Sales Executive","Married",49080,4,"Y",19,8,"1",7,3,5,1,4,"3","2","3","2","3"
"3796",7.38437880918894,32,"No","Non-Travel","Research & Development",10,"4","Life Sciences",1,"Female","5","Research Scientist","Married",23800,4,"Y",13,8,"0",9,5,6,1,2,"4","1","2","3","3"
"3797",7.08514885138303,48,"No","Travel_Rarely","Research & Development",2,"5","Life Sciences",1,"Male","1","Sales Executive","Married",47650,8,"Y",12,8,"1",10,4,8,7,6,"3","1","2","3","3"
"3798",7.38540821256039,34,"No","Travel_Rarely","Research & Development",3,"3","Life Sciences",1,"Male","2","Sales Executive","Single",20440,1,"Y",11,8,"0",1,2,1,0,0,"1","4","1","3","3"
"3799",6.40351051668953,55,"No","Travel_Rarely","Research & Development",11,"1","Medical",1,"Female","1","Laboratory Technician","Married",26930,1,"Y",18,8,"0",36,6,36,2,13,"3","4","3","2","3"
"3800",6.10762793914246,34,"No","Travel_Rarely","Research & Development",2,"2","Life Sciences",1,"Male","2","Research Scientist","Married",65860,9,"Y",18,8,"1",9,3,2,2,1,"2","4","2","3","3"
"3801",7.28372418879056,26,"No","Travel_Rarely","Research & Development",4,"3","Life Sciences",1,"Male","1","Research Director","Married",32940,1,"Y",11,8,"0",1,6,1,0,0,"1","4","3","3","3"
"3802",7.04831161408322,38,"No","Travel_Rarely","Sales",14,"2","Marketing",1,"Female","1","Sales Executive","Married",41710,0,"Y",23,8,"0",10,4,9,7,7,"3","2","3","4","4"
"3803",7.21435032139578,38,"No","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Female","1","Manufacturing Director","Single",27780,2,"Y",13,8,"0",8,5,3,1,2,"2","2","4","2","3"
"3804",7.40167950513539,36,"No","Travel_Rarely","Human Resources",1,"3","Human Resources",1,"Male","1","Research Scientist","Single",23770,6,"Y",13,8,"2",15,3,1,0,0,"2","3","3","3","3"
"3805",8.09883771929825,29,"No","Travel_Rarely","Research & Development",10,"3","Life Sciences",1,"Male","1","Sales Representative","Single",24040,1,"Y",17,8,"0",10,3,10,1,5,"2","1","3","2","3"
"3806",9.31435144927536,35,"No","Travel_Rarely","Sales",12,"2","Life Sciences",1,"Female","2","Sales Executive","Single",23180,3,"Y",19,8,"0",10,4,5,0,4,"1","3","3","4","3"
"3807",7.80845969945355,39,"No","Travel_Rarely","Sales",2,"2","Medical",1,"Female","1","Sales Executive","Married",20080,2,"Y",12,8,"0",11,3,7,7,6,"4","3","3","3","3"
"3808",6.78751891252955,29,"No","Travel_Frequently","Research & Development",5,"1","Medical",1,"Female","1","Research Scientist","Divorced",62440,1,"Y",22,8,"0",6,3,6,1,3,"1","4","4","3","4"
"3809",9.41590364223144,50,"No","Travel_Rarely","Research & Development",4,"2","Medical",1,"Female","1","Laboratory Technician","Married",27990,4,"Y",12,8,"1",27,0,1,0,0,"3","3","3","1","3"
"3810",6.68736854138089,23,"No","Travel_Rarely","Research & Development",7,"2","Life Sciences",1,"Female","3","Manager","Married",105520,2,"Y",11,8,"0",4,2,2,2,2,"4","3","3","3","3"
"3811",9.19007469654528,36,"No","Travel_Frequently","Sales",21,"3","Life Sciences",1,"Male","2","Human Resources","Married",23290,3,"Y",15,8,"0",9,2,3,0,2,"1","1","3","3","3"
"3812",6.00654552129222,42,"No","Travel_Rarely","Research & Development",8,"2","Life Sciences",1,"Female","5","Manager","Single",40140,8,"Y",13,8,"1",24,3,1,0,1,"4","4","3","3","3"
"3813",6.40442512077295,35,"No","Travel_Rarely","Sales",4,"3","Medical",1,"Female","2","Laboratory Technician","Married",74030,1,"Y",12,8,"1",10,4,10,6,8,"2","3","2","3","3"
"3814",5.99856538637403,34,"No","Travel_Frequently","Research & Development",25,"1","Life Sciences",1,"Female","1","Manager","Married",22590,1,"Y",14,8,"0",8,2,8,7,7,"4","3","2","3","3"
"3815",6.46253442545109,40,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","2","Laboratory Technician","Married",69320,1,"Y",13,8,"0",5,5,5,1,2,"4","1","3","3","3"
"3816",7.0049320718098,43,"No","Travel_Rarely","Research & Development",1,"1","Other",1,"Male","1","Manager","Divorced",46780,5,"Y",25,8,"1",8,0,6,0,2,"4","2","3","4","4"
"3817",7.27691190144119,35,"No","Travel_Rarely","Sales",6,"3","Marketing",1,"Female","3","Sales Representative","Married",135820,1,"Y",17,8,"1",1,3,1,0,1,"3","4","2","2","3"
"3818",6.59509929078014,46,"No","Travel_Rarely","Research & Development",12,"4","Technical Degree",1,"Male","1","Laboratory Technician","Single",23320,1,"Y",11,8,"0",27,2,26,0,12,"4","1","1","3","3"
"3820",8.86907327586207,22,"No","Non-Travel","Sales",17,"2","Marketing",1,"Male","3","Sales Executive","Married",97050,1,"Y",18,8,"2",4,3,4,1,3,"2","3","2","2","3"
"3821",9.39841609977324,50,"No","Travel_Frequently","Research & Development",3,"3","Other",1,"Male","2","Research Scientist","Married",42940,2,"Y",20,8,"0",32,2,30,12,13,"2","3","3","2","4"
"3822",6.31782672540382,32,"No","Travel_Rarely","Research & Development",3,"2","Life Sciences",1,"Male","3","Research Scientist","Married",47210,3,"Y",14,8,"1",6,3,3,0,2,"2","4","3","3","3"
"3823",8.81188775510204,44,"No","Travel_Rarely","Research & Development",10,"3","Technical Degree",1,"Male","3","Manager","Divorced",25190,0,"Y",21,8,"2",23,2,22,1,10,"2","4","2","3","4"
"3824",6.62458032708033,30,"No","Travel_Rarely","Research & Development",4,"3","Medical",1,"Female","1","Research Director","Married",21210,1,"Y",13,8,"1",6,2,6,1,1,"2","2","2","3","3"
"3825",8.91392461964039,45,"No","Travel_Rarely","Sales",29,"2","Technical Degree",1,"Female","2","Research Scientist","Single",29730,1,"Y",12,8,"0",10,2,10,1,4,"3","1","3","3","3"
"3826",7.9144590004852,45,"No","Non-Travel","Sales",2,"4","Life Sciences",1,"Male","2","Manufacturing Director","Married",58550,1,"Y",14,8,"1",10,3,10,4,5,"1","1","3","2","3"
"3827",7.2312974987975,31,"No","Travel_Frequently","Research & Development",7,"3","Medical",1,"Male","2","Research Scientist","Single",36170,7,"Y",21,8,"1",10,5,5,0,3,"4","1","3","3","4"
"3828",10.9397245963913,36,"No","Travel_Rarely","Research & Development",18,"1","Medical",1,"Male","2","Manufacturing Director","Married",67250,9,"Y",17,8,"1",7,3,3,1,1,"3","3","3","3","3"
"3829",6.10944805194805,34,"No","Travel_Frequently","Sales",28,"4","Marketing",1,"Male","5","Manufacturing Director","Divorced",103250,1,"Y",11,8,"1",9,3,9,7,2,"3","4","3","2","3"
"3830",7.31398809523809,49,"No","Travel_Rarely","Research & Development",1,"4","Life Sciences",1,"Male","3","Healthcare Representative","Married",69490,1,"Y",14,8,"1",10,2,9,1,4,"3","1","2","3","3"
"3831",6.58556393678161,39,"No","Travel_Rarely","Research & Development",6,"2","Life Sciences",1,"Male","3","Research Scientist","Married",106090,2,"Y",17,8,"1",10,2,7,7,7,"2","1","3","3","3"
"3832",6.09373482726424,27,"No","Travel_Rarely","Research & Development",2,"1","Life Sciences",1,"Male","4","Research Scientist","Divorced",44470,1,"Y",13,8,"0",7,4,7,0,7,"4","1","3","3","3"
"3833",7.60385593220339,35,"No","Travel_Rarely","Research & Development",2,"3","Medical",1,"Female","2","Sales Executive","Married",21570,1,"Y",25,8,"0",16,1,16,1,10,"2","1","3","2","4"
"3834",7.41498241912799,28,"No","Travel_Rarely","Research & Development",23,"3","Life Sciences",1,"Male","3","Manufacturing Director","Divorced",46010,0,"Y",15,8,"2",6,2,5,0,0,"2","1","2","3","3"
"3835",7.89225850340136,21,"No","Travel_Rarely","Research & Development",3,"1","Life Sciences",1,"Female","1","Laboratory Technician","Single",170990,1,"Y",14,8,"1",3,2,2,2,2,"3","4","3","3","3"
"3836",8.43008510638298,18,"Yes","Travel_Frequently","Research & Development",3,"5","Medical",1,"Male","1","Research Director","Single",24790,1,"Y",12,8,"1",0,2,0,0,0,"2","4","4","2","3"
"3837",6.02160748792271,47,"No","Travel_Rarely","Research & Development",25,"4","Medical",1,"Male","2","Research Scientist","Married",148520,3,"Y",19,8,"3",27,3,5,1,0,"4","3","3","2","3"
"3838",6.90332391713748,39,"No","Travel_Rarely","Sales",2,"4","Life Sciences",1,"Male","1","Laboratory Technician","Divorced",72640,0,"Y",17,8,"0",11,5,10,0,7,"3","3","3","3","3"
"3839",7.58592123769339,40,"No","Travel_Rarely","Research & Development",22,"1","Life Sciences",1,"Male","1","Laboratory Technician","Married",56660,1,"Y",14,8,"1",18,2,18,14,12,"1","3","3","3","3"
"3840",6.24039699570815,35,"No","Non-Travel","Research & Development",29,"3","Medical",1,"Female","2","Sales Executive","Married",78230,1,"Y",13,8,"1",15,3,14,2,9,"3","3","3","3","3"
"3841",8.00465846994535,37,"No","Travel_Rarely","Research & Development",29,"4","Technical Degree",1,"Male","1","Laboratory Technician","Married",78800,3,"Y",12,8,"1",9,2,4,0,2,"3","3","2","4","3"
"3842",6.68069160997732,39,"No","Travel_Frequently","Research & Development",2,"3","Technical Degree",1,"Female","2","Manager","Single",131940,0,"Y",11,8,"0",10,2,9,3,8,"1","3","1","3","3"
"3843",7.28366499042146,45,"No","Travel_Rarely","Research & Development",28,"3","Life Sciences",1,"Female","2","Laboratory Technician","Divorced",50670,1,"Y",11,8,"2",10,3,10,3,9,"4","4","3","2","3"
"3844",9.60357008907642,38,"No","Travel_Rarely","Research & Development",2,"4","Life Sciences",1,"Female","3","Sales Executive","Married",50790,3,"Y",11,8,"0",10,3,5,0,2,"4","3","4","3","3"
"3845",5.99316031073446,35,"Yes","Travel_Rarely","Research & Development",2,"3","Life Sciences",1,"Male","3","Healthcare Representative","Married",23210,9,"Y",12,8,"1",15,0,13,6,0,"4","1","3","3","3"
"3846",8.02535265700483,37,"No","Travel_Rarely","Research & Development",22,"3","Life Sciences",1,"Female","2","Healthcare Representative","Married",174440,1,"Y",14,8,"0",8,4,8,7,7,"2","2","1","3","3"
"3847",9.25281101614435,40,"No","Travel_Rarely","Research & Development",8,"3","Technical Degree",1,"Female","2","Healthcare Representative","Single",24040,6,"Y",17,8,"0",18,2,4,3,3,"3","4","2","2","3"
"3848",8.62264453477868,44,"No","Travel_Frequently","Sales",2,"2","Marketing",1,"Male","1","Laboratory Technician","Married",34520,4,"Y",11,8,"1",14,2,10,0,2,"1","4","3","2","3"
"3849",7.09489406779661,48,"No","Travel_Frequently","Sales",10,"4","Marketing",1,"Female","3","Manager","Married",22700,2,"Y",14,8,"3",23,2,2,2,2,"3","4","3","3","3"
"3850",10.6980624711849,35,"Yes","Travel_Rarely","Research & Development",9,"3","Life Sciences",1,"Male","2","Manager","Divorced",173990,6,"Y",12,8,"0",7,3,2,2,2,"1","4","2","1","3"
"3851",8.67883310564663,24,"No","Travel_Frequently","Research & Development",15,"3","Life Sciences",1,"Male","2","Research Scientist","Single",54880,1,"Y",22,8,"1",6,6,6,1,3,"1","4","3","3","4"
"3852",7.206112263716,27,"No","Travel_Rarely","Sales",10,"4","Life Sciences",1,"Male","3","Sales Executive","Married",194190,7,"Y",14,8,"1",5,2,3,0,2,"2","3","3","1","3"
"3853",6.40713601532567,27,"No","Travel_Frequently","Research & Development",7,"3","Life Sciences",1,"Male","1","Research Scientist","Single",28110,2,"Y",20,8,"0",6,3,4,1,2,"4","4","2","3","4"
"3854",10.5390487861811,40,"Yes","Travel_Rarely","Sales",16,"4","Marketing",1,"Male","1","Research Director","Single",36330,3,"Y",16,8,"2",10,0,4,0,3,"1","1","1","3","3"
"3855",7.28953056768559,29,"No","Travel_Rarely","Research & Development",20,"1","Medical",1,"Female","2","Manager","Single",41630,9,"Y",15,8,"1",8,4,5,1,4,"3","3","3","2","3"
"3856",7.88759060562709,36,"No","Travel_Rarely","Research & Development",23,"3","Life Sciences",1,"Female","3","Sales Executive","Married",21320,4,"Y",20,8,"0",9,1,3,0,2,"2","1","3","2","4"
"3857",6.06514663805436,25,"No","Travel_Frequently","Sales",5,"1","Marketing",1,"Male","4","Manufacturing Director","Divorced",139730,1,"Y",14,8,"0",7,3,7,0,7,"4","3","3","2","3"
"3858",6.77657285575049,39,"No","Travel_Rarely","Sales",10,"3","Marketing",1,"Female","2","Research Director","Married",26840,4,"Y",12,8,"0",7,2,5,1,0,"4","2","3","3","3"
"3859",7.81341725768322,49,"No","Travel_Rarely","Sales",4,"2","Life Sciences",1,"Male","2","Research Director","Married",108450,3,"Y",24,8,"0",27,4,4,1,2,"1","2","3","2","4"
"3860",7.78777777777778,50,"No","Travel_Rarely","Research & Development",2,"2","Medical",1,"Male","3","Sales Executive","Divorced",43770,5,"Y",12,8,"1",19,2,14,1,11,"4","1","3","2","3"
"3861",6.61529550827423,20,"No","Travel_Rarely","Research & Development",18,"4","Medical",1,"Female","2","Sales Executive","Single",37430,1,"Y",13,8,"1",2,2,2,2,2,"3","3","3","3","3"
"3862",7.69173525377229,34,"No","Travel_Rarely","Research & Development",10,"3","Medical",1,"Male","3","Laboratory Technician","Divorced",41480,1,"Y",11,8,"0",11,3,11,7,9,"4","2","3","3","3"
"3863",6.00314093314093,36,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Female","2","Healthcare Representative","Single",10510,2,"Y",14,8,"0",15,2,4,1,3,"1","2","3","3","3"
"3864",8.48066666666667,49,"No","Travel_Rarely","Human Resources",6,"2","Life Sciences",1,"Female","2","Research Scientist","Married",107390,2,"Y",11,8,"3",30,3,15,2,12,"3","3","3","3","3"
"3865",8.00961326628352,36,"No","Non-Travel","Research & Development",8,"4","Life Sciences",1,"Male","4","Laboratory Technician","Married",103880,0,"Y",14,8,"0",4,2,3,1,2,"4","3","3","3","3"
"3866",6.3138200379867,36,"No","Travel_Rarely","Research & Development",2,"2","Medical",1,"Female","2","Healthcare Representative","Divorced",114160,6,"Y",16,8,"0",13,2,5,0,4,"4","1","3","3","3"
"3867",7.59080721747388,54,"No","Travel_Rarely","Sales",24,"3","Marketing",1,"Male","1","Laboratory Technician","Married",26000,3,"Y",14,8,"0",36,5,10,4,7,"2","3","3","3","3"
"3868",7.6026572543618,43,"No","Travel_Rarely","Research & Development",2,"4","Life Sciences",1,"Female","1","Research Scientist","Married",24220,1,"Y",11,8,"1",14,2,14,6,11,"3","3","3","3","3"
"3869",8.36287878787879,35,"Yes","Travel_Frequently","Research & Development",17,"4","Medical",1,"Male","1","Research Director","Single",54720,3,"Y",11,8,"1",13,3,11,6,7,"4","4","4","2","3"
"3870",7.18521180555556,38,"No","Travel_Frequently","Research & Development",19,"2","Life Sciences",1,"Male","2","Research Scientist","Married",24510,7,"Y",12,8,"1",19,3,13,2,9,"4","4","4","3","3"
"3871",10.6889673913043,29,"No","Travel_Rarely","Research & Development",1,"2","Medical",1,"Male","2","Sales Representative","Divorced",42400,1,"Y",14,8,"0",10,2,10,0,9,"1","2","2","2","3"
"3872",6.38085048010974,33,"No","Travel_Rarely","Research & Development",7,"3","Medical",1,"Male","5","Sales Executive","Divorced",109990,1,"Y",18,8,"3",6,3,6,0,4,"4","4","3","2","3"
"3873",6.61519212962963,32,"No","Travel_Rarely","Research & Development",5,"4","Technical Degree",1,"Male","5","Research Scientist","Divorced",50030,0,"Y",13,8,"0",10,5,9,1,6,"4","2","2","3","3"
"3874",7.40136158594492,31,"No","Travel_Rarely","Research & Development",28,"4","Technical Degree",1,"Female","2","Sales Executive","Married",127420,1,"Y",11,8,"0",10,4,10,0,2,"1","4","3","2","3"
"3875",9.71199615199615,49,"No","Travel_Rarely","Research & Development",2,"4","Medical",1,"Male","1","Laboratory Technician","Divorced",42270,4,"Y",18,8,"0",17,3,2,2,2,"4","1","2","2","3"
"3876",7.7819279661017,38,"No","Travel_Frequently","Sales",29,"2","Medical",1,"Female","1","Sales Executive","Single",39170,1,"Y",15,8,"3",4,2,4,3,3,"4","2","3","3","3"
"3877",6.70533425541724,47,"No","Travel_Rarely","Research & Development",1,"4","Medical",1,"Male","3","Laboratory Technician","Divorced",183030,6,"Y",22,8,"1",29,2,3,1,2,"2","2","3","2","4"
"3878",6.39004887935145,49,"No","Travel_Rarely","Research & Development",21,"3","Medical",1,"Male","2","Manufacturing Director","Single",23800,4,"Y",13,8,"0",23,3,8,0,0,"3","3","3","1","3"
"3879",10.9955724246514,41,"No","Travel_Rarely","Research & Development",24,"4","Life Sciences",1,"Female","4","Manager","Single",137260,3,"Y",12,8,"0",21,6,2,0,2,"4","3","3","4","3"
"3880",7.72235153256705,20,"No","Travel_Rarely","Research & Development",1,"3","Life Sciences",1,"Male","1","Sales Representative","Single",47770,1,"Y",18,8,"1",2,3,2,0,2,"4","1","3","3","3"
"3881",9.51408906882591,33,"No","Non-Travel","Research & Development",18,"2","Medical",1,"Female","2","Healthcare Representative","Divorced",63850,1,"Y",13,8,"0",7,6,6,1,2,"3","4","3","2","3"
"3882",6.01181828703704,36,"No","Travel_Rarely","Research & Development",2,"2","Technical Degree",1,"Male","3","Sales Executive","Married",199730,6,"Y",12,8,"0",10,2,3,0,2,"1","3","2","3","3"
"3883",8.51423758865248,44,"No","Travel_Rarely","Research & Development",9,"3","Technical Degree",1,"Female","3","Healthcare Representative","Divorced",68610,4,"Y",12,8,"0",8,2,2,2,2,"3","4","3","2","3"
"3884",8.11039419087137,23,"Yes","Travel_Rarely","Human Resources",6,"3","Life Sciences",1,"Female","3","Laboratory Technician","Single",49690,1,"Y",12,8,"0",5,3,5,1,2,"4","3","3","3","3"
"3885",7.40655628335759,38,"No","Travel_Rarely","Research & Development",11,"2","Life Sciences",1,"Male","1","Sales Executive","Married",198450,7,"Y",11,8,"1",7,3,0,0,0,"4","3","2","3","3"
"3887",9.92120792992162,48,"Yes","Travel_Frequently","Sales",10,"2","Marketing",1,"Male","1","Healthcare Representative","Married",63470,2,"Y",12,8,"1",19,3,9,7,7,"4","3","3","1","3"
"3888",7.50206511839709,32,"Yes","Travel_Rarely","Sales",1,"3","Life Sciences",1,"Male","2","Research Scientist","Single",27430,1,"Y",19,8,"1",1,2,1,0,0,"4","2","3","3","3"
"3889",7.17953895804518,26,"No","Non-Travel","Research & Development",18,"2","Medical",1,"Male","1","Human Resources","Single",108800,1,"Y",23,8,"1",7,5,7,5,7,"4","4","3","3","4"
"3890",7.68314655172414,55,"No","Travel_Rarely","Research & Development",23,"1","Life Sciences",1,"Male","5","Laboratory Technician","Divorced",23420,5,"Y",11,8,"2",8,2,4,1,2,"1","2","3","3","3"
